Year,Month,Day,Discharge (ft3/s)
2001,10,25,753
2001,10,26,831
2001,10,27,858
2001,10,28,862
2001,10,29,809
2001,10,30,772
2001,10,31,743
2001,11,1,705
2001,11,2,576
2001,11,3,291
2001,11,4,289
2001,11,5,272
2001,11,6,250
2001,11,7,233
2001,11,8,222
2001,11,9,218
2001,11,10,215
2001,11,11,211
2001,11,12,204
2001,11,13,198
2001,11,14,191
2001,11,15,189
2001,11,16,184
2001,11,17,177
2001,11,18,171
2001,11,19,169
2001,11,20,190
2001,11,21,212
2001,11,22,215
2001,11,23,209
2001,11,24,198
2001,11,25,252
2001,11,26,972
2001,11,27,748
2001,11,28,556
2001,11,29,743
2001,11,30,1090
2001,12,1,1540
2001,12,2,1120
2001,12,3,833
2001,12,4,687
2001,12,5,596
2001,12,6,533
2001,12,7,487
2001,12,8,443
2001,12,9,424
2001,12,10,417
2001,12,11,403
2001,12,12,378
2001,12,13,373
2001,12,14,426
2001,12,15,2220
2001,12,16,1490
2001,12,17,1180
2001,12,18,4320
2001,12,19,3500
2001,12,20,2260
2001,12,21,1890
2001,12,22,1560
2001,12,23,1320
2001,12,24,1740
2001,12,25,1570
2001,12,26,1150
2001,12,27,900
2001,12,28,880
2001,12,29,840
2001,12,30,800
2001,12,31,700
2002,1,1,500
2002,1,2,460
2002,1,3,500
2002,1,4,540
2002,1,5,530
2002,1,6,497
2002,1,7,503
2002,1,8,480
2002,1,9,500
2002,1,10,514
2002,1,11,691
2002,1,12,722
2002,1,13,691
2002,1,14,605
2002,1,15,593
2002,1,16,567
2002,1,17,544
2002,1,18,507
2002,1,19,400
2002,1,20,420
2002,1,21,540
2002,1,22,520
2002,1,23,494
2002,1,24,1270
2002,1,25,3130
2002,1,26,1900
2002,1,27,1560
2002,1,28,1690
2002,1,29,2000
2002,1,30,5210
2002,1,31,5550
2002,2,1,13300
2002,2,2,6910
2002,2,3,3630
2002,2,4,2760
2002,2,5,1950
2002,2,6,1840
2002,2,7,1540
2002,2,8,1280
2002,2,9,1190
2002,2,10,1130
2002,2,11,3130
2002,2,12,2900
2002,2,13,2110
2002,2,14,1240
2002,2,15,1320
2002,2,16,1520
2002,2,17,1570
2002,2,18,1360
2002,2,19,1370
2002,2,20,1270
2002,2,21,1870
2002,2,22,2280
2002,2,23,1710
2002,2,24,1190
2002,2,25,1140
2002,2,26,1170
2002,2,27,1390
2002,2,28,1280
2002,3,1,1290
2002,3,2,939
2002,3,3,1400
2002,3,4,1870
2002,3,5,1460
2002,3,6,1260
2002,3,7,1690
2002,3,8,1680
2002,3,9,1560
2002,3,10,2450
2002,3,11,1900
2002,3,12,1550
2002,3,13,1620
2002,3,14,1570
2002,3,15,1310
2002,3,16,1520
2002,3,17,1550
2002,3,18,1300
2002,3,19,1280
2002,3,20,1430
2002,3,21,2410
2002,3,22,1750
2002,3,23,1480
2002,3,24,1590
2002,3,25,1590
2002,3,26,1670
2002,3,27,5290
2002,3,28,3520
2002,3,29,3940
2002,3,30,6140
2002,3,31,4050
2002,4,1,2930
2002,4,2,2400
2002,4,3,5530
2002,4,4,3800
2002,4,5,2610
2002,4,6,2210
2002,4,7,1890
2002,4,8,1700
2002,4,9,1650
2002,4,10,1940
2002,4,11,1590
2002,4,12,1320
2002,4,13,2010
2002,4,14,4870
2002,4,15,6950
2002,4,16,3810
2002,4,17,2670
2002,4,18,2160
2002,4,19,1940
2002,4,20,1670
2002,4,21,1790
2002,4,22,1610
2002,4,23,1680
2002,4,24,1230
2002,4,25,1110
2002,4,26,1180
2002,4,27,1040
2002,4,28,1520
2002,4,29,4650
2002,4,30,2730
2002,5,1,2140
2002,5,2,1950
2002,5,3,2160
2002,5,4,1620
2002,5,5,1270
2002,5,6,1150
2002,5,7,1120
2002,5,8,1060
2002,5,9,1330
2002,5,10,2360
2002,5,11,1440
2002,5,12,2130
2002,5,13,6290
2002,5,14,8890
2002,5,15,5590
2002,5,16,3530
2002,5,17,3860
2002,5,18,4770
2002,5,19,4430
2002,5,20,2860
2002,5,21,2410
2002,5,22,2030
2002,5,23,1770
2002,5,24,1540
2002,5,25,1450
2002,5,26,1800
2002,5,27,1720
2002,5,28,1250
2002,5,29,1060
2002,5,30,4900
2002,5,31,3590
2002,6,1,2410
2002,6,2,1540
2002,6,3,1130
2002,6,4,933
2002,6,5,3800
2002,6,6,7830
2002,6,7,5770
2002,6,8,3380
2002,6,9,2320
2002,6,10,1780
2002,6,11,1420
2002,6,12,1210
2002,6,13,1130
2002,6,14,1050
2002,6,15,3180
2002,6,16,3900
2002,6,17,2580
2002,6,18,1830
2002,6,19,1380
2002,6,20,1100
2002,6,21,947
2002,6,22,856
2002,6,23,732
2002,6,24,663
2002,6,25,619
2002,6,26,677
2002,6,27,4940
2002,6,28,6210
2002,6,29,2150
2002,6,30,1320
2002,7,1,977
2002,7,2,826
2002,7,3,728
2002,7,4,577
2002,7,5,503
2002,7,6,444
2002,7,7,397
2002,7,8,346
2002,7,9,337
2002,7,10,425
2002,7,11,397
2002,7,12,312
2002,7,13,278
2002,7,14,251
2002,7,15,232
2002,7,16,212
2002,7,17,199
2002,7,18,188
2002,7,19,193
2002,7,20,204
2002,7,21,202
2002,7,22,189
2002,7,23,239
2002,7,24,266
2002,7,25,233
2002,7,26,206
2002,7,27,200
2002,7,28,252
2002,7,29,466
2002,7,30,467
2002,7,31,329
2002,8,1,228
2002,8,2,196
2002,8,3,174
2002,8,4,162
2002,8,5,153
2002,8,6,227
2002,8,7,227
2002,8,8,175
2002,8,9,153
2002,8,10,142
2002,8,11,134
2002,8,12,126
2002,8,13,122
2002,8,14,119
2002,8,15,112
2002,8,16,132
2002,8,17,123
2002,8,18,121
2002,8,19,117
2002,8,20,141
2002,8,21,125
2002,8,22,118
2002,8,23,137
2002,8,24,186
2002,8,25,255
2002,8,26,154
2002,8,27,132
2002,8,28,122
2002,8,29,116
2002,8,30,111
2002,8,31,105
2002,9,1,102
2002,9,2,97
2002,9,3,105
2002,9,4,125
2002,9,5,99.4
2002,9,6,90.1
2002,9,7,87.6
2002,9,8,85.8
2002,9,9,84.1
2002,9,10,81.3
2002,9,11,78.4
2002,9,12,76.9
2002,9,13,74
2002,9,14,76.1
2002,9,15,156
2002,9,16,1200
2002,9,17,382
2002,9,18,193
2002,9,19,151
2002,9,20,132
2002,9,21,118
2002,9,22,110
2002,9,23,102
2002,9,24,101
2002,9,25,96.4
2002,9,26,94
2002,9,27,159
2002,9,28,616
2002,9,29,416
2002,9,30,270
2002,10,1,186
2002,10,2,159
2002,10,3,186
2002,10,4,312
2002,10,5,377
2002,10,6,232
2002,10,7,182
2002,10,8,155
2002,10,9,141
2002,10,10,133
2002,10,11,127
2002,10,12,123
2002,10,13,123
2002,10,14,126
2002,10,15,123
2002,10,16,127
2002,10,17,179
2002,10,18,288
2002,10,19,476
2002,10,20,685
2002,10,21,582
2002,10,22,613
2002,10,23,686
2002,10,24,665
2002,10,25,542
2002,10,26,492
2002,10,27,589
2002,10,28,537
2002,10,29,274
2002,10,30,224
2002,10,31,206
2002,11,1,210
2002,11,2,264
2002,11,3,475
2002,11,4,495
2002,11,5,470
2002,11,6,385
2002,11,7,521
2002,11,8,499
2002,11,9,420
2002,11,10,373
2002,11,11,601
2002,11,12,676
2002,11,13,559
2002,11,14,491
2002,11,15,336
2002,11,16,319
2002,11,17,838
2002,11,18,1820
2002,11,19,1190
2002,11,20,1200
2002,11,21,2270
2002,11,22,2480
2002,11,23,2950
2002,11,24,2180
2002,11,25,1940
2002,11,26,1850
2002,11,27,1480
2002,11,28,849
2002,11,29,763
2002,11,30,780
2002,12,1,840
2002,12,2,730
2002,12,3,500
2002,12,4,520
2002,12,5,580
2002,12,6,600
2002,12,7,540
2002,12,8,510
2002,12,9,440
2002,12,10,460
2002,12,11,520
2002,12,12,620
2002,12,13,900
2002,12,14,3000
2002,12,15,3460
2002,12,16,2570
2002,12,17,1930
2002,12,18,1580
2002,12,19,1760
2002,12,20,5130
2002,12,21,5350
2002,12,22,3320
2002,12,23,2570
2002,12,24,2110
2002,12,25,1880
2002,12,26,1620
2002,12,27,1190
2002,12,28,1030
2002,12,29,1020
2002,12,30,919
2002,12,31,1780
2003,1,1,4680
2003,1,2,3280
2003,1,3,2600
2003,1,4,2330
2003,1,5,2080
2003,1,6,1900
2003,1,7,1650
2003,1,8,1640
2003,1,9,1630
2003,1,10,1380
2003,1,11,1150
2003,1,12,1070
2003,1,13,940
2003,1,14,900
2003,1,15,800
2003,1,16,760
2003,1,17,740
2003,1,18,700
2003,1,19,680
2003,1,20,660
2003,1,21,680
2003,1,22,660
2003,1,23,650
2003,1,24,640
2003,1,25,630
2003,1,26,620
2003,1,27,610
2003,1,28,600
2003,1,29,590
2003,1,30,580
2003,1,31,570
2003,2,1,560
2003,2,2,550
2003,2,3,540
2003,2,4,840
2003,2,5,1800
2003,2,6,1480
2003,2,7,1180
2003,2,8,980
2003,2,9,900
2003,2,10,780
2003,2,11,740
2003,2,12,710
2003,2,13,700
2003,2,14,680
2003,2,15,640
2003,2,16,630
2003,2,17,600
2003,2,18,590
2003,2,19,580
2003,2,20,570
2003,2,21,530
2003,2,22,776
2003,2,23,1910
2003,2,24,3660
2003,2,25,3120
2003,2,26,2200
2003,2,27,2000
2003,2,28,1800
2003,3,1,1550
2003,3,2,1470
2003,3,3,1400
2003,3,4,1300
2003,3,5,1200
2003,3,6,1250
2003,3,7,1100
2003,3,8,1150
2003,3,9,2010
2003,3,10,2750
2003,3,11,2120
2003,3,12,1610
2003,3,13,1520
2003,3,14,1650
2003,3,15,2060
2003,3,16,3450
2003,3,17,8630
2003,3,18,12300
2003,3,19,9400
2003,3,20,9620
2003,3,21,15500
2003,3,22,15700
2003,3,23,8530
2003,3,24,6080
2003,3,25,5930
2003,3,26,8510
2003,3,27,6000
2003,3,28,4020
2003,3,29,3580
2003,3,30,3390
2003,3,31,2480
2003,4,1,2190
2003,4,2,3940
2003,4,3,3260
2003,4,4,2590
2003,4,5,11100
2003,4,6,6230
2003,4,7,3910
2003,4,8,3100
2003,4,9,2780
2003,4,10,2860
2003,4,11,3720
2003,4,12,2690
2003,4,13,2190
2003,4,14,1830
2003,4,15,1610
2003,4,16,1410
2003,4,17,1250
2003,4,18,1160
2003,4,19,1080
2003,4,20,1000
2003,4,21,950
2003,4,22,1070
2003,4,23,1100
2003,4,24,993
2003,4,25,887
2003,4,26,805
2003,4,27,760
2003,4,28,705
2003,4,29,639
2003,4,30,587
2003,5,1,561
2003,5,2,1020
2003,5,3,1600
2003,5,4,986
2003,5,5,822
2003,5,6,890
2003,5,7,956
2003,5,8,799
2003,5,9,803
2003,5,10,781
2003,5,11,866
2003,5,12,1390
2003,5,13,1840
2003,5,14,1800
2003,5,15,1310
2003,5,16,1490
2003,5,17,1720
2003,5,18,1370
2003,5,19,1050
2003,5,20,929
2003,5,21,1350
2003,5,22,1160
2003,5,23,883
2003,5,24,936
2003,5,25,1160
2003,5,26,948
2003,5,27,814
2003,5,28,826
2003,5,29,819
2003,5,30,704
2003,5,31,689
2003,6,1,2980
2003,6,2,1860
2003,6,3,1200
2003,6,4,1010
2003,6,5,1530
2003,6,6,1530
2003,6,7,1150
2003,6,8,1200
2003,6,9,2110
2003,6,10,1450
2003,6,11,1490
2003,6,12,2120
2003,6,13,3110
2003,6,14,2600
2003,6,15,1600
2003,6,16,1300
2003,6,17,1060
2003,6,18,907
2003,6,19,834
2003,6,20,781
2003,6,21,981
2003,6,22,2110
2003,6,23,1310
2003,6,24,1030
2003,6,25,866
2003,6,26,753
2003,6,27,643
2003,6,28,541
2003,6,29,485
2003,6,30,449
2003,7,1,411
2003,7,2,377
2003,7,3,394
2003,7,4,365
2003,7,5,346
2003,7,6,364
2003,7,7,321
2003,7,8,302
2003,7,9,325
2003,7,10,650
2003,7,11,847
2003,7,12,774
2003,7,13,490
2003,7,14,364
2003,7,15,306
2003,7,16,494
2003,7,17,713
2003,7,18,603
2003,7,19,776
2003,7,20,498
2003,7,21,505
2003,7,22,10500
2003,7,23,10300
2003,7,24,11300
2003,7,25,6480
2003,7,26,3000
2003,7,27,2080
2003,7,28,2500
2003,7,29,1560
2003,7,30,1160
2003,7,31,979
2003,8,1,2230
2003,8,2,3630
2003,8,3,3780
2003,8,4,3510
2003,8,5,3290
2003,8,6,7020
2003,8,7,4650
2003,8,8,3450
2003,8,9,5750
2003,8,10,13900
2003,8,11,5570
2003,8,12,8020
2003,8,13,4670
2003,8,14,2710
2003,8,15,1970
2003,8,16,1540
2003,8,17,1830
2003,8,18,1220
2003,8,19,976
2003,8,20,842
2003,8,21,745
2003,8,22,703
2003,8,23,575
2003,8,24,507
2003,8,25,462
2003,8,26,438
2003,8,27,609
2003,8,28,592
2003,8,29,457
2003,8,30,489
2003,8,31,486
2003,9,1,443
2003,9,2,4050
2003,9,3,2370
2003,9,4,1920
2003,9,5,1380
2003,9,6,1020
2003,9,7,855
2003,9,8,735
2003,9,9,653
2003,9,10,578
2003,9,11,529
2003,9,12,501
2003,9,13,458
2003,9,14,401
2003,9,15,482
2003,9,16,1150
2003,9,17,748
2003,9,18,486
2003,9,19,556
2003,9,20,469
2003,9,21,547
2003,9,22,431
2003,9,23,546
2003,9,24,860
2003,9,25,648
2003,9,26,613
2003,9,27,522
2003,9,28,3120
2003,9,29,2480
2003,9,30,1560
2003,10,1,1270
2003,10,2,1080
2003,10,3,1030
2003,10,4,1150
2003,10,5,2440
2003,10,6,1530
2003,10,7,1150
2003,10,8,973
2003,10,9,876
2003,10,10,791
2003,10,11,714
2003,10,12,648
2003,10,13,601
2003,10,14,573
2003,10,15,1330
2003,10,16,2330
2003,10,17,1800
2003,10,18,1740
2003,10,19,1870
2003,10,20,1330
2003,10,21,662
2003,10,22,620
2003,10,23,635
2003,10,24,599
2003,10,25,554
2003,10,26,523
2003,10,27,1470
2003,10,28,2740
2003,10,29,2370
2003,10,30,2400
2003,10,31,2120
2003,11,1,1670
2003,11,2,1040
2003,11,3,1110
2003,11,4,1010
2003,11,5,946
2003,11,6,953
2003,11,7,904
2003,11,8,801
2003,11,9,718
2003,11,10,653
2003,11,11,636
2003,11,12,765
2003,11,13,1080
2003,11,14,1160
2003,11,15,1060
2003,11,16,1310
2003,11,17,1550
2003,11,18,1380
2003,11,19,4830
2003,11,20,13400
2003,11,21,5090
2003,11,22,3340
2003,11,23,2560
2003,11,24,2140
2003,11,25,2890
2003,11,26,2070
2003,11,27,1790
2003,11,28,2670
2003,11,29,5570
2003,11,30,3390
2003,12,1,3000
2003,12,2,2650
2003,12,3,2030
2003,12,4,1800
2003,12,5,1720
2003,12,6,1640
2003,12,7,1500
2003,12,8,1270
2003,12,9,1390
2003,12,10,1370
2003,12,11,6220
2003,12,12,5520
2003,12,13,3250
2003,12,14,2500
2003,12,15,2270
2003,12,16,2010
2003,12,17,2900
2003,12,18,2460
2003,12,19,1880
2003,12,20,1670
2003,12,21,1440
2003,12,22,1430
2003,12,23,2520
2003,12,24,6530
2003,12,25,5900
2003,12,26,3400
2003,12,27,2470
2003,12,28,2000
2003,12,29,1830
2003,12,30,2990
2003,12,31,3150
2004,1,1,2030
2004,1,2,2010
2004,1,3,3290
2004,1,4,3570
2004,1,5,3000
2004,1,6,2640
2004,1,7,1770
2004,1,8,1800
2004,1,9,1700
2004,1,10,1300
2004,1,11,1200
2004,1,12,1500
2004,1,13,1400
2004,1,14,1100
2004,1,15,1000
2004,1,16,1000
2004,1,17,940
2004,1,18,960
2004,1,19,940
2004,1,20,880
2004,1,21,780
2004,1,22,740
2004,1,23,700
2004,1,24,660
2004,1,25,640
2004,1,26,660
2004,1,27,680
2004,1,28,670
2004,1,29,630
2004,1,30,580
2004,1,31,590
2004,2,1,670
2004,2,2,720
2004,2,3,700
2004,2,4,640
2004,2,5,540
2004,2,6,510
2004,2,7,500
2004,2,8,500
2004,2,9,480
2004,2,10,500
2004,2,11,470
2004,2,12,410
2004,2,13,460
2004,2,14,440
2004,2,15,390
2004,2,16,400
2004,2,17,410
2004,2,18,400
2004,2,19,380
2004,2,20,500
2004,2,21,600
2004,2,22,620
2004,2,23,540
2004,2,24,500
2004,2,25,490
2004,2,26,460
2004,2,27,450
2004,2,28,440
2004,2,29,460
2004,3,1,720
2004,3,2,2000
2004,3,3,6550
2004,3,4,6230
2004,3,5,10800
2004,3,6,12000
2004,3,7,6930
2004,3,8,5220
2004,3,9,4020
2004,3,10,3010
2004,3,11,2320
2004,3,12,2050
2004,3,13,1760
2004,3,14,1560
2004,3,15,1770
2004,3,16,1580
2004,3,17,1290
2004,3,18,1460
2004,3,19,1380
2004,3,20,1540
2004,3,21,4700
2004,3,22,3210
2004,3,23,2040
2004,3,24,2190
2004,3,25,4810
2004,3,26,5750
2004,3,27,6400
2004,3,28,4620
2004,3,29,3220
2004,3,30,2380
2004,3,31,2260
2004,4,1,2780
2004,4,2,7810
2004,4,3,5070
2004,4,4,4450
2004,4,5,3520
2004,4,6,2880
2004,4,7,2550
2004,4,8,2130
2004,4,9,1850
2004,4,10,1600
2004,4,11,1420
2004,4,12,1280
2004,4,13,4880
2004,4,14,12300
2004,4,15,5030
2004,4,16,3610
2004,4,17,2630
2004,4,18,2250
2004,4,19,2010
2004,4,20,1880
2004,4,21,1650
2004,4,22,2220
2004,4,23,2590
2004,4,24,2480
2004,4,25,1820
2004,4,26,2160
2004,4,27,2080
2004,4,28,1650
2004,4,29,1490
2004,4,30,1320
2004,5,1,1180
2004,5,2,1820
2004,5,3,3450
2004,5,4,1830
2004,5,5,1510
2004,5,6,1420
2004,5,7,2460
2004,5,8,1910
2004,5,9,5090
2004,5,10,4770
2004,5,11,4980
2004,5,12,3890
2004,5,13,3480
2004,5,14,2710
2004,5,15,3500
2004,5,16,3890
2004,5,17,2120
2004,5,18,1700
2004,5,19,1750
2004,5,20,1370
2004,5,21,4650
2004,5,22,4200
2004,5,23,8170
2004,5,24,11700
2004,5,25,5280
2004,5,26,4330
2004,5,27,2920
2004,5,28,5590
2004,5,29,3050
2004,5,30,1880
2004,5,31,1730
2004,6,1,2930
2004,6,2,1940
2004,6,3,2540
2004,6,4,1500
2004,6,5,1080
2004,6,6,990
2004,6,7,952
2004,6,8,789
2004,6,9,688
2004,6,10,664
2004,6,11,655
2004,6,12,604
2004,6,13,547
2004,6,14,506
2004,6,15,539
2004,6,16,496
2004,6,17,838
2004,6,18,2950
2004,6,19,1190
2004,6,20,885
2004,6,21,598
2004,6,22,518
2004,6,23,496
2004,6,24,440
2004,6,25,403
2004,6,26,405
2004,6,27,387
2004,6,28,353
2004,6,29,436
2004,6,30,490
2004,7,1,396
2004,7,2,332
2004,7,3,287
2004,7,4,270
2004,7,5,288
2004,7,6,280
2004,7,7,307
2004,7,8,386
2004,7,9,343
2004,7,10,273
2004,7,11,246
2004,7,12,231
2004,7,13,232
2004,7,14,286
2004,7,15,1810
2004,7,16,1810
2004,7,17,1110
2004,7,18,726
2004,7,19,770
2004,7,20,1350
2004,7,21,794
2004,7,22,525
2004,7,23,464
2004,7,24,487
2004,7,25,429
2004,7,26,447
2004,7,27,2890
2004,7,28,3330
2004,7,29,2090
2004,7,30,1330
2004,7,31,1590
2004,8,1,2250
2004,8,2,1370
2004,8,3,983
2004,8,4,801
2004,8,5,732
2004,8,6,709
2004,8,7,558
2004,8,8,486
2004,8,9,436
2004,8,10,398
2004,8,11,619
2004,8,12,614
2004,8,13,534
2004,8,14,682
2004,8,15,504
2004,8,16,444
2004,8,17,523
2004,8,18,398
2004,8,19,345
2004,8,20,332
2004,8,21,1990
2004,8,22,2290
2004,8,23,1050
2004,8,24,758
2004,8,25,621
2004,8,26,526
2004,8,27,450
2004,8,28,509
2004,8,29,627
2004,8,30,4220
2004,8,31,3890
2004,9,1,1700
2004,9,2,1020
2004,9,3,745
2004,9,4,620
2004,9,5,536
2004,9,6,463
2004,9,7,407
2004,9,8,463
2004,9,9,15700
2004,9,10,9130
2004,9,11,3850
2004,9,12,2190
2004,9,13,1590
2004,9,14,1270
2004,9,15,1040
2004,9,16,884
2004,9,17,5650
2004,9,18,15700
2004,9,19,6040
2004,9,20,3250
2004,9,21,2290
2004,9,22,1760
2004,9,23,1440
2004,9,24,1240
2004,9,25,1060
2004,9,26,926
2004,9,27,816
2004,9,28,738
2004,9,29,682
2004,9,30,646
2004,10,1,601
2004,10,2,556
2004,10,3,527
2004,10,4,496
2004,10,5,434
2004,10,6,398
2004,10,7,372
2004,10,8,355
2004,10,9,338
2004,10,10,316
2004,10,11,312
2004,10,12,304
2004,10,13,707
2004,10,14,1170
2004,10,15,321
2004,10,16,310
2004,10,17,413
2004,10,18,443
2004,10,19,545
2004,10,20,982
2004,10,21,650
2004,10,22,521
2004,10,23,941
2004,10,24,1730
2004,10,25,1780
2004,10,26,1760
2004,10,27,1670
2004,10,28,1600
2004,10,29,1550
2004,10,30,2130
2004,10,31,1490
2004,11,1,562
2004,11,2,476
2004,11,3,1130
2004,11,4,1190
2004,11,5,1910
2004,11,6,1710
2004,11,7,1100
2004,11,8,873
2004,11,9,786
2004,11,10,717
2004,11,11,676
2004,11,12,640
2004,11,13,593
2004,11,14,544
2004,11,15,507
2004,11,16,498
2004,11,17,494
2004,11,18,507
2004,11,19,498
2004,11,20,501
2004,11,21,581
2004,11,22,575
2004,11,23,515
2004,11,24,510
2004,11,25,676
2004,11,26,837
2004,11,27,685
2004,11,28,2180
2004,11,29,2970
2004,11,30,1700
2004,12,1,3690
2004,12,2,4260
2004,12,3,2570
2004,12,4,2060
2004,12,5,1930
2004,12,6,1760
2004,12,7,1640
2004,12,8,2870
2004,12,9,1970
2004,12,10,2320
2004,12,11,4740
2004,12,12,3910
2004,12,13,3170
2004,12,14,2720
2004,12,15,2200
2004,12,16,1910
2004,12,17,1420
2004,12,18,1170
2004,12,19,1190
2004,12,20,868
2004,12,21,1030
2004,12,22,1060
2004,12,23,6000
2004,12,24,7050
2004,12,25,3030
2004,12,26,2360
2004,12,27,1780
2004,12,28,1240
2004,12,29,1680
2004,12,30,1880
2004,12,31,2580
2005,1,1,3480
2005,1,2,2310
2005,1,3,2450
2005,1,4,4860
2005,1,5,3530
2005,1,6,2900
2005,1,7,3580
2005,1,8,2740
2005,1,9,2380
2005,1,10,2030
2005,1,11,1930
2005,1,12,2450
2005,1,13,10600
2005,1,14,17300
2005,1,15,6730
2005,1,16,4180
2005,1,17,3000
2005,1,18,2300
2005,1,19,1900
2005,1,20,1500
2005,1,21,1200
2005,1,22,980
2005,1,23,860
2005,1,24,820
2005,1,25,760
2005,1,26,700
2005,1,27,680
2005,1,28,660
2005,1,29,620
2005,1,30,620
2005,1,31,610
2005,2,1,600
2005,2,2,590
2005,2,3,580
2005,2,4,570
2005,2,5,560
2005,2,6,550
2005,2,7,660
2005,2,8,1100
2005,2,9,2000
2005,2,10,4430
2005,2,11,2610
2005,2,12,2020
2005,2,13,1580
2005,2,14,1470
2005,2,15,2560
2005,2,16,4260
2005,2,17,2910
2005,2,18,1800
2005,2,19,1400
2005,2,20,1200
2005,2,21,1000
2005,2,22,960
2005,2,23,920
2005,2,24,880
2005,2,25,860
2005,2,26,840
2005,2,27,820
2005,2,28,800
2005,3,1,780
2005,3,2,770
2005,3,3,760
2005,3,4,740
2005,3,5,730
2005,3,6,720
2005,3,7,950
2005,3,8,4500
2005,3,9,2600
2005,3,10,1600
2005,3,11,1300
2005,3,12,1200
2005,3,13,1100
2005,3,14,1000
2005,3,15,920
2005,3,16,912
2005,3,17,880
2005,3,18,900
2005,3,19,1000
2005,3,20,1300
2005,3,21,2570
2005,3,22,1950
2005,3,23,2890
2005,3,24,1980
2005,3,25,2230
2005,3,26,2600
2005,3,27,3230
2005,3,28,5040
2005,3,29,6470
2005,3,30,5770
2005,3,31,6900
2005,4,1,7920
2005,4,2,9160
2005,4,3,15100
2005,4,4,7180
2005,4,5,6740
2005,4,6,5970
2005,4,7,4850
2005,4,8,4180
2005,4,9,3360
2005,4,10,2530
2005,4,11,2140
2005,4,12,1840
2005,4,13,1620
2005,4,14,1440
2005,4,15,1270
2005,4,16,1140
2005,4,17,1030
2005,4,18,954
2005,4,19,882
2005,4,20,853
2005,4,21,1090
2005,4,22,981
2005,4,23,2980
2005,4,24,3840
2005,4,25,3070
2005,4,26,2110
2005,4,27,1670
2005,4,28,1320
2005,4,29,1180
2005,4,30,1490
2005,5,1,2690
2005,5,2,1630
2005,5,3,1570
2005,5,4,1400
2005,5,5,1230
2005,5,6,1080
2005,5,7,956
2005,5,8,860
2005,5,9,743
2005,5,10,695
2005,5,11,649
2005,5,12,655
2005,5,13,731
2005,5,14,580
2005,5,15,711
2005,5,16,658
2005,5,17,563
2005,5,18,545
2005,5,19,603
2005,5,20,443
2005,5,21,418
2005,5,22,406
2005,5,23,396
2005,5,24,407
2005,5,25,418
2005,5,26,397
2005,5,27,363
2005,5,28,345
2005,5,29,368
2005,5,30,371
2005,5,31,345
2005,6,1,331
2005,6,2,307
2005,6,3,287
2005,6,4,302
2005,6,5,378
2005,6,6,318
2005,6,7,318
2005,6,8,401
2005,6,9,313
2005,6,10,278
2005,6,11,345
2005,6,12,633
2005,6,13,554
2005,6,14,485
2005,6,15,398
2005,6,16,424
2005,6,17,564
2005,6,18,472
2005,6,19,401
2005,6,20,346
2005,6,21,302
2005,6,22,298
2005,6,23,270
2005,6,24,214
2005,6,25,196
2005,6,26,181
2005,6,27,175
2005,6,28,186
2005,6,29,1680
2005,6,30,1240
2005,7,1,651
2005,7,2,352
2005,7,3,283
2005,7,4,244
2005,7,5,224
2005,7,6,332
2005,7,7,356
2005,7,8,787
2005,7,9,958
2005,7,10,557
2005,7,11,350
2005,7,12,279
2005,7,13,240
2005,7,14,210
2005,7,15,226
2005,7,16,196
2005,7,17,210
2005,7,18,217
2005,7,19,211
2005,7,20,179
2005,7,21,159
2005,7,22,158
2005,7,23,162
2005,7,24,142
2005,7,25,131
2005,7,26,129
2005,7,27,219
2005,7,28,245
2005,7,29,184
2005,7,30,152
2005,7,31,134
2005,8,1,122
2005,8,2,112
2005,8,3,105
2005,8,4,98.7
2005,8,5,93.8
2005,8,6,88.9
2005,8,7,87.1
2005,8,8,83.5
2005,8,9,86.6
2005,8,10,79.8
2005,8,11,75.9
2005,8,12,77.2
2005,8,13,107
2005,8,14,117
2005,8,15,148
2005,8,16,141
2005,8,17,114
2005,8,18,99
2005,8,19,92.4
2005,8,20,89.9
2005,8,21,92.2
2005,8,22,86.6
2005,8,23,81.3
2005,8,24,76.4
2005,8,25,73.2
2005,8,26,70.3
2005,8,27,67.7
2005,8,28,79.9
2005,8,29,75.6
2005,8,30,87.3
2005,8,31,3080
2005,9,1,3230
2005,9,2,1020
2005,9,3,536
2005,9,4,367
2005,9,5,287
2005,9,6,239
2005,9,7,205
2005,9,8,184
2005,9,9,167
2005,9,10,154
2005,9,11,140
2005,9,12,129
2005,9,13,121
2005,9,14,112
2005,9,15,109
2005,9,16,125
2005,9,17,171
2005,9,18,147
2005,9,19,134
2005,9,20,152
2005,9,21,195
2005,9,22,175
2005,9,23,113
2005,9,24,108
2005,9,25,128
2005,9,26,207
2005,9,27,721
2005,9,28,504
2005,9,29,400
2005,9,30,521
2005,10,1,389
2005,10,2,291
2005,10,3,242
2005,10,4,209
2005,10,5,189
2005,10,6,185
2005,10,7,292
2005,10,8,2230
2005,10,9,1240
2005,10,10,733
2005,10,11,548
2005,10,12,449
2005,10,13,393
2005,10,14,354
2005,10,15,433
2005,10,16,778
2005,10,17,761
2005,10,18,749
2005,10,19,730
2005,10,20,707
2005,10,21,688
2005,10,22,779
2005,10,23,2880
2005,10,24,2240
2005,10,25,6190
2005,10,26,7600
2005,10,27,3830
2005,10,28,2590
2005,10,29,2090
2005,10,30,1780
2005,10,31,1450
