Year,Month,Day,Discharge (ft3/s)
2005,11,1,1290
2005,11,2,1270
2005,11,3,1220
2005,11,4,1090
2005,11,5,1000
2005,11,6,937
2005,11,7,997
2005,11,8,1060
2005,11,9,1330
2005,11,10,3740
2005,11,11,2500
2005,11,12,1890
2005,11,13,1610
2005,11,14,1310
2005,11,15,1100
2005,11,16,2230
2005,11,17,3380
2005,11,18,2090
2005,11,19,1720
2005,11,20,1530
2005,11,21,1350
2005,11,22,1220
2005,11,23,1120
2005,11,24,1020
2005,11,25,898
2005,11,26,881
2005,11,27,855
2005,11,28,2400
2005,11,29,6420
2005,11,30,18400
2005,12,1,6140
2005,12,2,4290
2005,12,3,3550
2005,12,4,2880
2005,12,5,2420
2005,12,6,2130
2005,12,7,1890
2005,12,8,1630
2005,12,9,1610
2005,12,10,1580
2005,12,11,1520
2005,12,12,1440
2005,12,13,1150
2005,12,14,1000
2005,12,15,1110
2005,12,16,1270
2005,12,17,1190
2005,12,18,1080
2005,12,19,1020
2005,12,20,968
2005,12,21,940
2005,12,22,920
2005,12,23,914
2005,12,24,995
2005,12,25,1380
2005,12,26,2040
2005,12,27,2030
2005,12,28,1650
2005,12,29,2090
2005,12,30,2680
2005,12,31,2030
2006,1,1,1730
2006,1,2,1450
2006,1,3,4070
2006,1,4,3760
2006,1,5,3960
2006,1,6,3340
2006,1,7,2230
2006,1,8,1940
2006,1,9,1760
2006,1,10,1880
2006,1,11,1800
2006,1,12,3830
2006,1,13,2830
2006,1,14,8470
2006,1,15,6600
2006,1,16,3950
2006,1,17,3250
2006,1,18,4610
2006,1,19,4540
2006,1,20,3560
2006,1,21,3470
2006,1,22,2870
2006,1,23,2360
2006,1,24,2180
2006,1,25,1970
2006,1,26,1670
2006,1,27,1380
2006,1,28,1520
2006,1,29,1850
2006,1,30,3660
2006,1,31,2750
2006,2,1,1870
2006,2,2,1570
2006,2,3,2110
2006,2,4,2670
2006,2,5,5790
2006,2,6,3910
2006,2,7,3040
2006,2,8,2450
2006,2,9,2000
2006,2,10,1800
2006,2,11,1600
2006,2,12,1500
2006,2,13,1370
2006,2,14,1500
2006,2,15,1580
2006,2,16,2220
2006,2,17,5540
2006,2,18,3170
2006,2,19,1700
2006,2,20,1400
2006,2,21,1300
2006,2,22,1250
2006,2,23,1200
2006,2,24,1200
2006,2,25,1100
2006,2,26,1000
2006,2,27,940
2006,2,28,920
2006,3,1,860
2006,3,2,820
2006,3,3,780
2006,3,4,740
2006,3,5,720
2006,3,6,680
2006,3,7,640
2006,3,8,621
2006,3,9,1120
2006,3,10,5750
2006,3,11,5270
2006,3,12,4110
2006,3,13,6240
2006,3,14,11100
2006,3,15,4950
2006,3,16,3860
2006,3,17,3020
2006,3,18,2080
2006,3,19,1740
2006,3,20,1600
2006,3,21,1400
2006,3,22,1350
2006,3,23,1240
2006,3,24,1180
2006,3,25,1130
2006,3,26,1090
2006,3,27,1030
2006,3,28,1010
2006,3,29,963
2006,3,30,901
2006,3,31,846
2006,4,1,970
2006,4,2,1210
2006,4,3,1060
2006,4,4,3240
2006,4,5,2420
2006,4,6,2030
2006,4,7,1940
2006,4,8,2920
2006,4,9,1970
2006,4,10,1610
2006,4,11,1420
2006,4,12,1270
2006,4,13,1390
2006,4,14,1420
2006,4,15,2120
2006,4,16,1650
2006,4,17,1360
2006,4,18,1230
2006,4,19,1110
2006,4,20,1000
2006,4,21,914
2006,4,22,888
2006,4,23,1300
2006,4,24,1540
2006,4,25,1340
2006,4,26,1150
2006,4,27,1000
2006,4,28,899
2006,4,29,805
2006,4,30,733
2006,5,1,670
2006,5,2,610
2006,5,3,574
2006,5,4,539
2006,5,5,504
2006,5,6,491
2006,5,7,470
2006,5,8,442
2006,5,9,407
2006,5,10,380
2006,5,11,382
2006,5,12,1510
2006,5,13,1260
2006,5,14,878
2006,5,15,750
2006,5,16,940
2006,5,17,860
2006,5,18,718
2006,5,19,692
2006,5,20,692
2006,5,21,659
2006,5,22,916
2006,5,23,754
2006,5,24,621
2006,5,25,538
2006,5,26,535
2006,5,27,595
2006,5,28,581
2006,5,29,483
2006,5,30,416
2006,5,31,367
2006,6,1,403
2006,6,2,868
2006,6,3,1330
2006,6,4,2220
2006,6,5,1550
2006,6,6,1090
2006,6,7,827
2006,6,8,686
2006,6,9,608
2006,6,10,579
2006,6,11,520
2006,6,12,444
2006,6,13,395
2006,6,14,359
2006,6,15,330
2006,6,16,306
2006,6,17,283
2006,6,18,266
2006,6,19,276
2006,6,20,445
2006,6,21,400
2006,6,22,306
2006,6,23,282
2006,6,24,390
2006,6,25,363
2006,6,26,310
2006,6,27,855
2006,6,28,2280
2006,6,29,1750
2006,6,30,1330
2006,7,1,968
2006,7,2,720
2006,7,3,590
2006,7,4,648
2006,7,5,703
2006,7,6,543
2006,7,7,426
2006,7,8,363
2006,7,9,326
2006,7,10,325
2006,7,11,572
2006,7,12,1250
2006,7,13,2950
2006,7,14,1430
2006,7,15,1280
2006,7,16,1030
2006,7,17,684
2006,7,18,532
2006,7,19,389
2006,7,20,320
2006,7,21,361
2006,7,22,1970
2006,7,23,2950
2006,7,24,1240
2006,7,25,831
2006,7,26,1240
2006,7,27,788
2006,7,28,1220
2006,7,29,2510
2006,7,30,1360
2006,7,31,895
2006,8,1,735
2006,8,2,568
2006,8,3,457
2006,8,4,1140
2006,8,5,805
2006,8,6,513
2006,8,7,399
2006,8,8,339
2006,8,9,307
2006,8,10,286
2006,8,11,263
2006,8,12,253
2006,8,13,234
2006,8,14,221
2006,8,15,225
2006,8,16,211
2006,8,17,205
2006,8,18,192
2006,8,19,209
2006,8,20,460
2006,8,21,496
2006,8,22,324
2006,8,23,265
2006,8,24,231
2006,8,25,251
2006,8,26,353
2006,8,27,474
2006,8,28,867
2006,8,29,4540
2006,8,30,3430
2006,8,31,1490
2006,9,1,899
2006,9,2,5120
2006,9,3,14800
2006,9,4,4490
2006,9,5,2720
2006,9,6,1950
2006,9,7,1920
2006,9,8,1490
2006,9,9,1140
2006,9,10,959
2006,9,11,834
2006,9,12,740
2006,9,13,1110
2006,9,14,1670
2006,9,15,1600
2006,9,16,1240
2006,9,17,973
2006,9,18,1060
2006,9,19,798
2006,9,20,767
2006,9,21,774
2006,9,22,688
2006,9,23,667
2006,9,24,908
2006,9,25,893
2006,9,26,743
2006,9,27,970
2006,9,28,2070
2006,9,29,3420
2006,9,30,2480
2006,10,1,3000
2006,10,2,2620
2006,10,3,2020
2006,10,4,2660
2006,10,5,4330
2006,10,6,2450
2006,10,7,1510
2006,10,8,1240
2006,10,9,1050
2006,10,10,927
2006,10,11,943
2006,10,12,2450
2006,10,13,2080
2006,10,14,1210
2006,10,15,1090
2006,10,16,969
2006,10,17,1060
2006,10,18,2610
2006,10,19,2060
2006,10,20,11100
2006,10,21,10100
2006,10,22,4310
2006,10,23,3460
2006,10,24,2960
2006,10,25,2940
2006,10,26,2820
2006,10,27,2120
2006,10,28,7020
2006,10,29,9020
2006,10,30,5380
2006,10,31,3800
2006,11,1,3120
2006,11,2,2960
2006,11,3,2770
2006,11,4,2060
2006,11,5,1900
2006,11,6,1730
2006,11,7,1530
2006,11,8,1530
2006,11,9,1520
2006,11,10,1350
2006,11,11,1270
2006,11,12,2580
2006,11,13,2530
2006,11,14,2470
2006,11,15,2280
2006,11,16,5420
2006,11,17,16200
2006,11,18,5880
2006,11,19,4030
2006,11,20,3210
2006,11,21,2670
2006,11,22,2270
2006,11,23,2070
2006,11,24,1860
2006,11,25,1570
2006,11,26,1430
2006,11,27,1310
2006,11,28,1220
2006,11,29,1600
2006,11,30,1310
2006,12,1,7300
2006,12,2,7060
2006,12,3,2970
2006,12,4,2260
2006,12,5,2100
2006,12,6,1950
2006,12,7,1920
2006,12,8,1570
2006,12,9,1430
2006,12,10,1380
2006,12,11,1400
2006,12,12,1620
2006,12,13,1600
2006,12,14,1470
2006,12,15,1310
2006,12,16,1230
2006,12,17,1150
2006,12,18,1190
2006,12,19,1220
2006,12,20,1020
2006,12,21,939
2006,12,22,965
2006,12,23,1890
2006,12,24,1760
2006,12,25,1460
2006,12,26,5150
2006,12,27,4020
2006,12,28,2880
2006,12,29,2130
2006,12,30,1880
2006,12,31,1750
2007,1,1,1910
2007,1,2,1960
2007,1,3,2010
2007,1,4,1560
2007,1,5,1850
2007,1,6,15600
2007,1,7,5650
2007,1,8,5670
2007,1,9,4750
2007,1,10,3650
2007,1,11,3080
2007,1,12,3170
2007,1,13,6840
2007,1,14,5880
2007,1,15,10800
2007,1,16,10600
2007,1,17,4560
2007,1,18,3790
2007,1,19,3440
2007,1,20,2900
2007,1,21,2170
2007,1,22,2120
2007,1,23,1960
2007,1,24,1760
2007,1,25,1580
2007,1,26,1300
2007,1,27,1320
2007,1,28,1530
2007,1,29,1330
2007,1,30,960
2007,1,31,940
2007,2,1,900
2007,2,2,920
2007,2,3,780
2007,2,4,700
2007,2,5,660
2007,2,6,640
2007,2,7,600
2007,2,8,580
2007,2,9,560
2007,2,10,540
2007,2,11,520
2007,2,12,540
2007,2,13,580
2007,2,14,560
2007,2,15,500
2007,2,16,480
2007,2,17,500
2007,2,18,540
2007,2,19,620
2007,2,20,680
2007,2,21,700
2007,2,22,760
2007,2,23,700
2007,2,24,620
2007,2,25,580
2007,2,26,560
2007,2,27,580
2007,2,28,600
2007,3,1,640
2007,3,2,1000
2007,3,3,1600
2007,3,4,2100
2007,3,5,1400
2007,3,6,880
2007,3,7,620
2007,3,8,600
2007,3,9,620
2007,3,10,700
2007,3,11,880
2007,3,12,1200
2007,3,13,3000
2007,3,14,11000
2007,3,15,28100
2007,3,16,12000
2007,3,17,5260
2007,3,18,4040
2007,3,19,3250
2007,3,20,2800
2007,3,21,2420
2007,3,22,5230
2007,3,23,11700
2007,3,24,6400
2007,3,25,6750
2007,3,26,5300
2007,3,27,4920
2007,3,28,3880
2007,3,29,2950
2007,3,30,2280
2007,3,31,2030
2007,4,1,1870
2007,4,2,1910
2007,4,3,1610
2007,4,4,1440
2007,4,5,1560
2007,4,6,1450
2007,4,7,1370
2007,4,8,1280
2007,4,9,1210
2007,4,10,1150
2007,4,11,1140
2007,4,12,1620
2007,4,13,2260
2007,4,14,1930
2007,4,15,1970
2007,4,16,2840
2007,4,17,3650
2007,4,18,4480
2007,4,19,4920
2007,4,20,4770
2007,4,21,3610
2007,4,22,2750
2007,4,23,2010
2007,4,24,1970
2007,4,25,1930
2007,4,26,3350
2007,4,27,2860
2007,4,28,3580
2007,4,29,2860
2007,4,30,2200
2007,5,1,1910
2007,5,2,2170
2007,5,3,2010
2007,5,4,1680
2007,5,5,1370
2007,5,6,1230
2007,5,7,1100
2007,5,8,1010
2007,5,9,932
2007,5,10,942
2007,5,11,985
2007,5,12,886
2007,5,13,800
2007,5,14,739
2007,5,15,637
2007,5,16,656
2007,5,17,787
2007,5,18,717
2007,5,19,630
2007,5,20,576
2007,5,21,548
2007,5,22,525
2007,5,23,526
2007,5,24,486
2007,5,25,458
2007,5,26,393
2007,5,27,375
2007,5,28,414
2007,5,29,408
2007,5,30,372
2007,5,31,311
2007,6,1,295
2007,6,2,286
2007,6,3,313
2007,6,4,888
2007,6,5,899
2007,6,6,666
2007,6,7,473
2007,6,8,379
2007,6,9,394
2007,6,10,371
2007,6,11,329
2007,6,12,297
2007,6,13,275
2007,6,14,250
2007,6,15,235
2007,6,16,220
2007,6,17,207
2007,6,18,201
2007,6,19,204
2007,6,20,339
2007,6,21,380
2007,6,22,262
2007,6,23,212
2007,6,24,191
2007,6,25,179
2007,6,26,165
2007,6,27,153
2007,6,28,165
2007,6,29,228
2007,6,30,203
2007,7,1,178
2007,7,2,156
2007,7,3,143
2007,7,4,159
2007,7,5,244
2007,7,6,309
2007,7,7,284
2007,7,8,194
2007,7,9,169
2007,7,10,153
2007,7,11,155
2007,7,12,178
2007,7,13,168
2007,7,14,157
2007,7,15,149
2007,7,16,139
2007,7,17,126
2007,7,18,179
2007,7,19,286
2007,7,20,860
2007,7,21,438
2007,7,22,276
2007,7,23,219
2007,7,24,196
2007,7,25,177
2007,7,26,162
2007,7,27,161
2007,7,28,193
2007,7,29,186
2007,7,30,159
2007,7,31,143
2007,8,1,133
2007,8,2,115
2007,8,3,105
2007,8,4,101
2007,8,5,96.1
2007,8,6,94.9
2007,8,7,98.9
2007,8,8,106
2007,8,9,135
2007,8,10,190
2007,8,11,179
2007,8,12,158
2007,8,13,149
2007,8,14,130
2007,8,15,113
2007,8,16,105
2007,8,17,94.2
2007,8,18,90
2007,8,19,85.2
2007,8,20,85.4
2007,8,21,93.5
2007,8,22,210
2007,8,23,274
2007,8,24,260
2007,8,25,245
2007,8,26,220
2007,8,27,208
2007,8,28,152
2007,8,29,128
2007,8,30,116
2007,8,31,111
2007,9,1,102
2007,9,2,91.7
2007,9,3,88.3
2007,9,4,82.2
2007,9,5,77.9
2007,9,6,77.5
2007,9,7,75.9
2007,9,8,76.4
2007,9,9,110
2007,9,10,1420
2007,9,11,721
2007,9,12,425
2007,9,13,335
2007,9,14,264
2007,9,15,238
2007,9,16,414
2007,9,17,374
2007,9,18,275
2007,9,19,226
2007,9,20,196
2007,9,21,176
2007,9,22,160
2007,9,23,144
2007,9,24,131
2007,9,25,122
2007,9,26,116
2007,9,27,140
2007,9,28,252
2007,9,29,362
2007,9,30,231
2007,10,1,190
2007,10,2,165
2007,10,3,151
2007,10,4,139
2007,10,5,130
2007,10,6,123
2007,10,7,160
2007,10,8,150
2007,10,9,140
2007,10,10,138
2007,10,11,122
2007,10,12,122
2007,10,13,123
2007,10,14,117
2007,10,15,115
2007,10,16,126
2007,10,17,261
2007,10,18,574
2007,10,19,531
2007,10,20,528
2007,10,21,523
2007,10,22,530
2007,10,23,809
2007,10,24,1570
2007,10,25,1150
2007,10,26,854
2007,10,27,772
2007,10,28,735
2007,10,29,701
2007,10,30,662
2007,10,31,634
2007,11,1,615
2007,11,2,594
2007,11,3,385
2007,11,4,289
2007,11,5,284
2007,11,6,318
2007,11,7,310
2007,11,8,320
2007,11,9,291
2007,11,10,270
2007,11,11,253
2007,11,12,246
2007,11,13,240
2007,11,14,281
2007,11,15,498
2007,11,16,1820
2007,11,17,1210
2007,11,18,887
2007,11,19,766
2007,11,20,723
2007,11,21,1030
2007,11,22,2200
2007,11,23,3010
2007,11,24,1680
2007,11,25,1270
2007,11,26,1550
2007,11,27,7070
2007,11,28,4060
2007,11,29,3090
2007,11,30,2360
2007,12,1,1970
2007,12,2,1730
2007,12,3,2880
2007,12,4,3320
2007,12,5,2380
2007,12,6,1860
2007,12,7,1730
2007,12,8,1570
2007,12,9,1070
2007,12,10,1050
2007,12,11,1180
2007,12,12,7740
2007,12,13,5090
2007,12,14,3700
2007,12,15,2790
2007,12,16,2350
2007,12,17,2120
2007,12,18,1930
2007,12,19,1710
2007,12,20,1600
2007,12,21,1520
2007,12,22,1430
2007,12,23,5670
2007,12,24,14300
2007,12,25,4680
2007,12,26,3000
2007,12,27,2430
2007,12,28,2210
2007,12,29,2570
2007,12,30,2600
2007,12,31,1920
2008,1,1,1440
2008,1,2,1290
2008,1,3,1010
2008,1,4,880
2008,1,5,920
2008,1,6,1090
2008,1,7,2780
2008,1,8,3680
2008,1,9,3450
2008,1,10,2980
2008,1,11,3630
2008,1,12,3380
2008,1,13,2430
2008,1,14,2110
2008,1,15,1830
2008,1,16,1540
2008,1,17,1420
2008,1,18,1330
2008,1,19,1050
2008,1,20,640
2008,1,21,620
2008,1,22,600
2008,1,23,590
2008,1,24,580
2008,1,25,570
2008,1,26,560
2008,1,27,640
2008,1,28,641
2008,1,29,630
2008,1,30,1100
2008,1,31,1510
2008,2,1,983
2008,2,2,1440
2008,2,3,1310
2008,2,4,1120
2008,2,5,4630
2008,2,6,20100
2008,2,7,13200
2008,2,8,5100
2008,2,9,3530
2008,2,10,2840
2008,2,11,1660
2008,2,12,1440
2008,2,13,1320
2008,2,14,1380
2008,2,15,1200
2008,2,16,1000
2008,2,17,1040
2008,2,18,3700
2008,2,19,3370
2008,2,20,1700
2008,2,21,1220
2008,2,22,1120
2008,2,23,1020
2008,2,24,880
2008,2,25,840
2008,2,26,901
2008,2,27,857
2008,2,28,620
2008,2,29,590
2008,3,1,620
2008,3,2,690
2008,3,3,824
2008,3,4,3370
2008,3,5,2850
2008,3,6,2040
2008,3,7,2090
2008,3,8,1630
2008,3,9,1500
2008,3,10,1300
2008,3,11,1200
2008,3,12,1240
2008,3,13,1130
2008,3,14,1550
2008,3,15,4390
2008,3,16,4890
2008,3,17,2640
2008,3,18,2450
2008,3,19,4020
2008,3,20,8340
2008,3,21,4390
2008,3,22,3090
2008,3,23,2490
2008,3,24,2000
2008,3,25,1620
2008,3,26,2140
2008,3,27,3010
2008,3,28,2950
2008,3,29,2990
2008,3,30,2350
2008,3,31,4420
2008,4,1,12300
2008,4,2,11400
2008,4,3,5290
2008,4,4,5040
2008,4,5,6600
2008,4,6,5010
2008,4,7,4220
2008,4,8,3190
2008,4,9,2630
2008,4,10,2170
2008,4,11,2310
2008,4,12,3170
2008,4,13,2550
2008,4,14,2150
2008,4,15,1600
2008,4,16,1380
2008,4,17,1220
2008,4,18,1100
2008,4,19,1010
2008,4,20,915
2008,4,21,856
2008,4,22,796
2008,4,23,735
2008,4,24,694
2008,4,25,657
2008,4,26,633
2008,4,27,756
2008,4,28,851
2008,4,29,894
2008,4,30,802
2008,5,1,714
2008,5,2,692
2008,5,3,721
2008,5,4,2840
2008,5,5,1660
2008,5,6,1120
2008,5,7,920
2008,5,8,919
2008,5,9,976
2008,5,10,828
2008,5,11,738
2008,5,12,715
2008,5,13,773
2008,5,14,642
2008,5,15,598
2008,5,16,610
2008,5,17,647
2008,5,18,810
2008,5,19,1040
2008,5,20,903
2008,5,21,772
2008,5,22,739
2008,5,23,706
2008,5,24,630
2008,5,25,567
2008,5,26,534
2008,5,27,490
2008,5,28,449
2008,5,29,394
2008,5,30,358
2008,5,31,366
2008,6,1,408
2008,6,2,438
2008,6,3,336
2008,6,4,303
2008,6,5,303
2008,6,6,304
2008,6,7,265
2008,6,8,244
2008,6,9,263
2008,6,10,255
2008,6,11,265
2008,6,12,261
2008,6,13,222
2008,6,14,267
2008,6,15,376
2008,6,16,394
2008,6,17,516
2008,6,18,439
2008,6,19,422
2008,6,20,408
2008,6,21,352
2008,6,22,350
2008,6,23,389
2008,6,24,420
2008,6,25,415
2008,6,26,364
2008,6,27,354
2008,6,28,354
2008,6,29,557
2008,6,30,830
2008,7,1,590
2008,7,2,445
2008,7,3,339
2008,7,4,371
2008,7,5,349
2008,7,6,302
2008,7,7,244
2008,7,8,211
2008,7,9,274
2008,7,10,266
2008,7,11,228
2008,7,12,217
2008,7,13,294
2008,7,14,913
2008,7,15,582
2008,7,16,355
2008,7,17,284
2008,7,18,228
2008,7,19,199
2008,7,20,227
2008,7,21,253
2008,7,22,265
2008,7,23,316
2008,7,24,1980
2008,7,25,3320
2008,7,26,1230
2008,7,27,769
2008,7,28,556
2008,7,29,405
2008,7,30,344
2008,7,31,340
2008,8,1,318
2008,8,2,340
2008,8,3,368
2008,8,4,306
2008,8,5,309
2008,8,6,1460
2008,8,7,919
2008,8,8,738
2008,8,9,862
2008,8,10,1280
2008,8,11,1300
2008,8,12,784
2008,8,13,634
2008,8,14,511
2008,8,15,622
2008,8,16,560
2008,8,17,397
2008,8,18,332
2008,8,19,358
2008,8,20,412
2008,8,21,319
2008,8,22,264
2008,8,23,236
2008,8,24,227
2008,8,25,272
2008,8,26,256
2008,8,27,229
2008,8,28,207
2008,8,29,268
2008,8,30,418
2008,8,31,310
2008,9,1,249
2008,9,2,209
2008,9,3,181
2008,9,4,165
2008,9,5,153
2008,9,6,145
2008,9,7,151
2008,9,8,156
2008,9,9,162
2008,9,10,190
2008,9,11,168
2008,9,12,147
2008,9,13,906
2008,9,14,1750
2008,9,15,942
2008,9,16,591
2008,9,17,375
2008,9,18,289
2008,9,19,241
2008,9,20,212
2008,9,21,192
2008,9,22,178
2008,9,23,170
2008,9,24,160
2008,9,25,154
2008,9,26,146
2008,9,27,142
2008,9,28,163
2008,9,29,294
2008,9,30,330
2008,10,1,293
2008,10,2,309
2008,10,3,1020
2008,10,4,1120
2008,10,5,645
2008,10,6,459
2008,10,7,348
2008,10,8,294
2008,10,9,283
2008,10,10,269
2008,10,11,243
2008,10,12,233
2008,10,13,214
2008,10,14,204
2008,10,15,195
2008,10,16,678
2008,10,17,980
2008,10,18,888
2008,10,19,1040
2008,10,20,1020
2008,10,21,1030
2008,10,22,1060
2008,10,23,1070
2008,10,24,1060
2008,10,25,1540
2008,10,26,3220
2008,10,27,1920
2008,10,28,1660
2008,10,29,1620
2008,10,30,1440
2008,10,31,1330
2008,11,1,1010
2008,11,2,494
2008,11,3,447
2008,11,4,416
2008,11,5,390
2008,11,6,372
2008,11,7,315
2008,11,8,349
2008,11,9,341
2008,11,10,359
2008,11,11,368
2008,11,12,378
2008,11,13,421
2008,11,14,490
2008,11,15,1020
2008,11,16,2570
2008,11,17,1740
2008,11,18,1410
2008,11,19,1170
2008,11,20,1030
2008,11,21,960
2008,11,22,808
2008,11,23,739
2008,11,24,704
2008,11,25,731
2008,11,26,806
2008,11,27,843
2008,11,28,885
2008,11,29,919
2008,11,30,903
2008,12,1,1450
2008,12,2,1880
2008,12,3,1600
2008,12,4,1620
2008,12,5,2000
2008,12,6,1350
2008,12,7,1150
2008,12,8,760
2008,12,9,716
2008,12,10,4450
2008,12,11,4700
2008,12,12,2820
2008,12,13,2110
2008,12,14,1840
2008,12,15,2990
2008,12,16,5560
2008,12,17,3410
2008,12,18,2800
2008,12,19,2020
2008,12,20,1400
2008,12,21,1210
2008,12,22,690
2008,12,23,570
2008,12,24,770
2008,12,25,3070
2008,12,26,3470
2008,12,27,8110
2008,12,28,13300
2008,12,29,6600
2008,12,30,4420
2008,12,31,3370
2009,1,1,2320
2009,1,2,2030
2009,1,3,1810
2009,1,4,1630
2009,1,5,1660
2009,1,6,1470
2009,1,7,1460
2009,1,8,1500
2009,1,9,1480
2009,1,10,1400
2009,1,11,1300
2009,1,12,1280
2009,1,13,1100
2009,1,14,680
2009,1,15,600
2009,1,16,540
2009,1,17,520
2009,1,18,500
2009,1,19,500
2009,1,20,540
2009,1,21,560
2009,1,22,520
2009,1,23,500
2009,1,24,540
2009,1,25,540
2009,1,26,480
2009,1,27,420
2009,1,28,420
2009,1,29,440
2009,1,30,440
2009,1,31,420
2009,2,1,440
2009,2,2,480
2009,2,3,520
2009,2,4,500
2009,2,5,500
2009,2,6,460
2009,2,7,480
2009,2,8,800
2009,2,9,2200
2009,2,10,2600
2009,2,11,4400
2009,2,12,16800
2009,2,13,7650
2009,2,14,4060
2009,2,15,3050
2009,2,16,2350
2009,2,17,1900
2009,2,18,1700
2009,2,19,1730
2009,2,20,1300
2009,2,21,1100
2009,2,22,1100
2009,2,23,960
2009,2,24,760
2009,2,25,788
2009,2,26,905
2009,2,27,3000
2009,2,28,5970
2009,3,1,2690
2009,3,2,1970
2009,3,3,1200
2009,3,4,1200
2009,3,5,1180
2009,3,6,1470
2009,3,7,3720
2009,3,8,9210
2009,3,9,18300
2009,3,10,7460
2009,3,11,8970
2009,3,12,4950
2009,3,13,3130
2009,3,14,2540
2009,3,15,2180
2009,3,16,1990
2009,3,17,1860
2009,3,18,2010
2009,3,19,3430
2009,3,20,2410
2009,3,21,1680
2009,3,22,1400
2009,3,23,1230
2009,3,24,1080
2009,3,25,1030
2009,3,26,1120
2009,3,27,1700
2009,3,28,1320
2009,3,29,1170
2009,3,30,1360
2009,3,31,1190
2009,4,1,1090
2009,4,2,1190
2009,4,3,1100
2009,4,4,2440
2009,4,5,2210
2009,4,6,2170
2009,4,7,1930
2009,4,8,1640
2009,4,9,1510
2009,4,10,1310
2009,4,11,1230
2009,4,12,1160
2009,4,13,1000
2009,4,14,940
2009,4,15,903
2009,4,16,888
2009,4,17,794
2009,4,18,728
2009,4,19,685
2009,4,20,780
2009,4,21,934
2009,4,22,910
2009,4,23,842
2009,4,24,796
2009,4,25,700
2009,4,26,627
2009,4,27,576
2009,4,28,556
2009,4,29,650
2009,4,30,624
2009,5,1,555
2009,5,2,810
2009,5,3,888
2009,5,4,719
2009,5,5,631
2009,5,6,583
2009,5,7,782
2009,5,8,915
2009,5,9,771
2009,5,10,723
2009,5,11,624
2009,5,12,553
2009,5,13,506
2009,5,14,492
2009,5,15,481
2009,5,16,518
2009,5,17,990
2009,5,18,748
2009,5,19,553
2009,5,20,477
2009,5,21,445
2009,5,22,404
2009,5,23,374
2009,5,24,349
2009,5,25,302
2009,5,26,295
2009,5,27,345
2009,5,28,500
2009,5,29,3050
2009,5,30,1930
2009,5,31,1090
2009,6,1,835
2009,6,2,694
2009,6,3,598
2009,6,4,532
2009,6,5,515
2009,6,6,441
2009,6,7,400
2009,6,8,376
2009,6,9,480
2009,6,10,475
2009,6,11,396
2009,6,12,926
2009,6,13,890
2009,6,14,546
2009,6,15,437
2009,6,16,378
2009,6,17,360
2009,6,18,793
2009,6,19,882
2009,6,20,1080
2009,6,21,5080
2009,6,22,2960
2009,6,23,1780
2009,6,24,1280
2009,6,25,1020
2009,6,26,1850
2009,6,27,2700
2009,6,28,1230
2009,6,29,2250
2009,6,30,2160
2009,7,1,3740
2009,7,2,4790
2009,7,3,3120
2009,7,4,1960
2009,7,5,1310
2009,7,6,1040
2009,7,7,876
2009,7,8,748
2009,7,9,611
2009,7,10,539
2009,7,11,605
2009,7,12,1620
2009,7,13,1030
2009,7,14,615
2009,7,15,493
2009,7,16,434
2009,7,17,390
2009,7,18,381
2009,7,19,377
2009,7,20,354
2009,7,21,335
2009,7,22,391
2009,7,23,505
2009,7,24,658
2009,7,25,509
2009,7,26,434
2009,7,27,534
2009,7,28,662
2009,7,29,456
2009,7,30,544
2009,7,31,869
2009,8,1,966
2009,8,2,891
2009,8,3,1030
2009,8,4,649
2009,8,5,897
2009,8,6,797
2009,8,7,517
2009,8,8,395
2009,8,9,3060
2009,8,10,10500
2009,8,11,3660
2009,8,12,3670
2009,8,13,2730
2009,8,14,1540
2009,8,15,1170
2009,8,16,944
2009,8,17,709
2009,8,18,610
2009,8,19,1390
2009,8,20,904
2009,8,21,2840
2009,8,22,2280
2009,8,23,1210
2009,8,24,893
2009,8,25,694
2009,8,26,592
2009,8,27,620
2009,8,28,665
2009,8,29,591
2009,8,30,869
2009,8,31,700
2009,9,1,577
2009,9,2,473
2009,9,3,418
2009,9,4,377
2009,9,5,347
2009,9,6,322
2009,9,7,304
2009,9,8,297
2009,9,9,287
2009,9,10,273
2009,9,11,250
2009,9,12,236
2009,9,13,245
2009,9,14,238
2009,9,15,224
2009,9,16,210
2009,9,17,205
2009,9,18,199
2009,9,19,189
2009,9,20,181
2009,9,21,175
2009,9,22,174
2009,9,23,184
2009,9,24,188
2009,9,25,181
2009,9,26,178
2009,9,27,218
2009,9,28,379
2009,9,29,434
2009,9,30,466
2009,10,1,390
2009,10,2,352
2009,10,3,696
2009,10,4,629
2009,10,5,459
2009,10,6,351
2009,10,7,474
2009,10,8,641
2009,10,9,543
2009,10,10,639
2009,10,11,673
2009,10,12,471
2009,10,13,396
2009,10,14,398
2009,10,15,443
2009,10,16,642
2009,10,17,1040
2009,10,18,1280
2009,10,19,1620
2009,10,20,2100
2009,10,21,1710
2009,10,22,1080
2009,10,23,1030
2009,10,24,1110
2009,10,25,1560
2009,10,26,1120
2009,10,27,948
2009,10,28,2230
2009,10,29,2820
2009,10,30,1690
2009,10,31,1640
2009,11,1,1940
2009,11,2,1190
2009,11,3,980
2009,11,4,886
2009,11,5,803
2009,11,6,843
2009,11,7,783
2009,11,8,696
2009,11,9,630
2009,11,10,578
2009,11,11,536
2009,11,12,501
